image_id,type,taxonomy,vernacular_names,calories,carbohydrate,proteins,total_fat,cholesterol,dietary_fiber,glucose,fructose,sucrose,folate,niacin,pantothenic_acid,pyridoxine,riboflavin,thiamin,vit_a,vit_e,vit_c,vit_k,vit_b12,selenium,sodium,potassium,calcium,copper,iron,magnesium,manganese,phosphorus,zinc,water,polyphenols,flavonoids,carotenoids,tannins,Energy (Kcal),Carbohydrates (g),Proteins (g),Total Fat (g),Cholesterol (mg),Dietary Fiber (g),Folate (µg),Niacin (mg),Pantothenic Acid (mg),Pyridoxine (mg),Riboflavin (mg),Thiamin (mg),Vitamin A (IU),Vitamin C (mg),Vitamin K (µg),Sodium (mg),Potassium (mg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Zinc (mg),Carotene-ß (µg),Crypto-xanthin-ß (µg),Lutein Zeaxanthin (µg)
Saqi_313,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.1,77.17,1.88,0.15,0.0,6.76,63.86,40.33,61.51,15.59,1.68,0.83,0.26,0.06,0.05,153.94,0.21,0.0,2.75,0.0,0.21,1.01,725.0,65.6,0.37,0.93,55.16,0.3,62.69,0.44,20.43,0.5,0.51,0.31,1.0,284.38,76.84,1.9,0.15,0.0,6.98,15.45,1.67,0.84,0.25,0.06,0.05,155.42,0.0,2.83,1.04,702.62,66.38,0.37,0.94,56.26,0.3,63.21,0.46,90.94,0.0,23.68
Saqi_314,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",270.43,76.0,1.9,0.16,0.0,7.03,65.11,41.71,62.22,15.36,1.68,0.83,0.26,0.06,0.05,150.23,0.21,0.0,2.77,0.0,0.21,1.03,710.9,66.44,0.38,0.94,55.1,0.3,64.57,0.44,20.54,0.51,0.51,0.3,1.03,282.63,75.03,1.87,0.15,0.0,6.69,15.05,1.65,0.83,0.26,0.06,0.05,153.63,0.0,2.8,1.01,719.12,66.15,0.36,0.91,54.66,0.3,64.36,0.44,93.13,0.0,23.23
Saqi_315,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.43,76.05,1.86,0.15,0.0,6.79,66.63,40.72,62.25,15.37,1.61,0.82,0.26,0.06,0.05,155.86,0.2,0.0,2.77,0.0,0.21,1.02,701.77,65.46,0.38,0.92,55.65,0.3,63.25,0.44,20.34,0.51,0.52,0.3,1.03,284.72,76.23,1.81,0.15,0.0,6.74,15.73,1.63,0.82,0.25,0.06,0.05,149.39,0.0,2.79,1.04,721.14,63.89,0.38,0.91,56.17,0.31,64.11,0.46,88.8,0.0,23.83
Saqi_316,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",278.4,74.92,1.89,0.16,0.0,6.83,64.0,40.57,61.87,15.33,1.65,0.84,0.26,0.06,0.05,153.5,0.21,0.0,2.79,0.0,0.2,1.04,719.77,66.47,0.37,0.93,56.55,0.3,63.8,0.46,20.96,0.52,0.5,0.31,1.04,286.63,77.76,1.86,0.15,0.0,6.83,14.99,1.68,0.82,0.26,0.06,0.05,149.22,0.0,2.77,1.02,702.99,64.25,0.37,0.93,54.75,0.31,65.09,0.44,89.93,0.0,23.89
Saqi_317,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.58,75.15,1.88,0.16,0.0,6.78,65.64,41.88,62.07,15.54,1.64,0.82,0.26,0.06,0.05,151.52,0.2,0.0,2.72,0.0,0.21,1.02,697.81,64.96,0.37,0.9,54.33,0.31,62.42,0.46,20.09,0.51,0.51,0.3,1.01,276.64,77.96,1.81,0.15,0.0,6.99,15.49,1.68,0.81,0.25,0.06,0.05,153.13,0.0,2.71,1.0,728.31,66.49,0.37,0.92,56.57,0.3,63.16,0.46,91.83,0.0,23.75
Saqi_318,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",270.59,76.09,1.85,0.15,0.0,6.97,65.38,40.73,60.88,15.72,1.68,0.84,0.25,0.06,0.05,155.06,0.21,0.0,2.75,0.0,0.2,1.03,714.43,65.66,0.37,0.93,55.15,0.3,62.88,0.46,20.56,0.51,0.52,0.3,1.0,285.13,76.31,1.88,0.15,0.0,6.72,15.08,1.65,0.83,0.26,0.06,0.05,155.55,0.0,2.73,1.04,704.19,64.59,0.36,0.92,54.39,0.31,62.58,0.44,91.92,0.0,23.63
Saqi_319,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",270.18,75.57,1.86,0.15,0.0,6.94,67.09,41.77,60.39,15.17,1.65,0.81,0.26,0.06,0.05,152.13,0.2,0.0,2.75,0.0,0.2,1.02,720.36,66.78,0.36,0.93,54.13,0.3,62.97,0.46,20.81,0.5,0.52,0.3,1.0,279.9,75.02,1.89,0.15,0.0,6.92,15.58,1.69,0.83,0.25,0.06,0.05,152.37,0.0,2.71,1.01,711.69,65.8,0.36,0.93,56.62,0.3,63.3,0.45,89.77,0.0,23.79
Saqi_320,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.91,78.25,1.86,0.15,0.0,6.71,66.56,41.53,61.82,15.4,1.64,0.81,0.25,0.06,0.05,150.47,0.21,0.0,2.79,0.0,0.2,1.05,702.92,65.95,0.37,0.91,54.5,0.3,62.55,0.44,20.24,0.52,0.51,0.3,1.05,278.94,77.12,1.86,0.15,0.0,6.73,15.26,1.69,0.83,0.25,0.06,0.05,156.09,0.0,2.76,1.0,720.26,64.15,0.38,0.94,54.09,0.3,63.09,0.44,91.98,0.0,23.26
Saqi_321,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.44,75.37,1.82,0.15,0.0,6.91,64.88,41.98,59.92,15.58,1.61,0.81,0.25,0.06,0.05,155.6,0.21,0.0,2.8,0.0,0.21,1.03,696.49,66.53,0.38,0.93,56.48,0.31,64.11,0.44,20.78,0.51,0.51,0.31,1.05,288.87,75.38,1.89,0.15,0.0,6.9,15.48,1.61,0.83,0.25,0.06,0.05,155.32,0.0,2.74,1.03,704.13,66.39,0.38,0.93,54.18,0.3,63.16,0.46,91.19,0.0,23.99
Saqi_322,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.05,77.31,1.84,0.16,0.0,7.0,66.66,40.69,61.43,15.43,1.63,0.84,0.25,0.06,0.05,149.93,0.2,0.0,2.8,0.0,0.21,1.03,718.21,67.09,0.38,0.9,56.17,0.31,62.03,0.46,20.47,0.51,0.51,0.3,1.0,283.74,76.53,1.84,0.16,0.0,6.8,15.48,1.67,0.82,0.26,0.06,0.05,150.58,0.0,2.79,1.03,717.93,64.46,0.37,0.9,55.6,0.3,62.43,0.45,89.21,0.0,23.51
Saqi_323,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.36,78.7,1.82,0.16,0.0,7.01,64.06,40.49,62.86,15.25,1.63,0.83,0.26,0.06,0.05,148.67,0.21,0.0,2.71,0.0,0.21,1.0,702.31,65.95,0.37,0.92,53.9,0.3,63.88,0.46,20.95,0.52,0.5,0.31,1.01,286.13,74.85,1.88,0.15,0.0,6.96,15.6,1.65,0.82,0.25,0.06,0.05,150.37,0.0,2.72,1.02,708.74,66.56,0.37,0.92,54.69,0.3,62.64,0.46,92.08,0.0,23.44
Saqi_324,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.34,77.32,1.86,0.16,0.0,6.83,66.23,39.94,62.59,15.62,1.69,0.81,0.26,0.06,0.05,148.94,0.21,0.0,2.76,0.0,0.21,1.04,723.25,66.32,0.38,0.91,55.77,0.3,62.02,0.46,20.8,0.51,0.51,0.31,1.03,286.32,77.87,1.83,0.15,0.0,6.74,15.6,1.68,0.82,0.25,0.06,0.05,149.44,0.0,2.75,1.01,716.71,64.44,0.37,0.92,54.22,0.3,62.45,0.44,91.32,0.0,23.35
Saqi_325,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.69,75.41,1.81,0.15,0.0,6.74,66.04,41.8,60.94,15.26,1.68,0.81,0.25,0.06,0.05,150.89,0.21,0.0,2.79,0.0,0.2,1.04,708.87,66.16,0.38,0.92,54.23,0.31,63.93,0.44,20.36,0.51,0.5,0.3,1.04,276.22,75.0,1.86,0.16,0.0,6.89,15.54,1.69,0.8,0.26,0.06,0.05,149.67,0.0,2.74,1.03,707.88,65.76,0.36,0.92,55.22,0.3,62.38,0.46,92.07,0.0,23.82
Saqi_326,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.53,78.48,1.85,0.15,0.0,6.89,65.83,40.53,62.87,15.64,1.65,0.83,0.25,0.06,0.05,155.21,0.21,0.0,2.81,0.0,0.21,1.01,730.14,66.21,0.37,0.92,56.45,0.3,64.45,0.46,20.74,0.52,0.51,0.31,1.04,287.31,77.25,1.82,0.16,0.0,6.92,15.63,1.64,0.84,0.26,0.06,0.05,149.67,0.0,2.77,1.03,696.59,65.31,0.36,0.94,54.68,0.3,64.94,0.46,92.03,0.0,22.95
Saqi_327,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",275.92,78.68,1.88,0.15,0.0,6.9,66.11,41.74,61.15,15.33,1.61,0.83,0.26,0.06,0.05,154.73,0.21,0.0,2.76,0.0,0.2,1.02,703.6,64.23,0.36,0.94,54.89,0.3,62.23,0.46,20.98,0.5,0.52,0.3,1.04,282.58,76.88,1.8,0.15,0.0,6.98,15.47,1.63,0.82,0.25,0.06,0.05,151.44,0.0,2.75,1.01,717.53,65.8,0.36,0.93,55.1,0.3,63.48,0.45,88.95,0.0,23.4
Saqi_328,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.16,75.29,1.8,0.15,0.0,6.77,64.66,40.51,60.54,15.0,1.69,0.83,0.25,0.06,0.05,156.34,0.2,0.0,2.79,0.0,0.2,1.02,721.43,66.43,0.37,0.91,54.7,0.3,64.83,0.46,20.34,0.52,0.5,0.3,1.03,280.96,78.05,1.88,0.15,0.0,6.74,15.3,1.69,0.81,0.26,0.06,0.05,152.04,0.0,2.69,1.03,712.07,66.78,0.38,0.9,55.89,0.3,63.44,0.44,89.58,0.0,24.05
Saqi_329,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.54,76.84,1.9,0.15,0.0,6.73,64.18,41.3,60.65,15.62,1.64,0.84,0.25,0.06,0.05,152.22,0.21,0.0,2.69,0.0,0.21,1.01,710.76,64.88,0.37,0.94,56.18,0.3,64.85,0.44,20.37,0.5,0.52,0.3,1.01,278.67,76.31,1.86,0.15,0.0,6.87,15.23,1.64,0.82,0.25,0.06,0.05,148.84,0.0,2.8,1.0,714.89,63.95,0.37,0.9,54.5,0.31,64.45,0.44,90.28,0.0,22.93
Saqi_330,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.12,75.2,1.89,0.15,0.0,6.68,65.63,41.22,60.66,15.71,1.61,0.81,0.26,0.06,0.05,151.89,0.21,0.0,2.8,0.0,0.2,1.03,718.06,67.11,0.38,0.94,56.0,0.31,64.83,0.45,20.73,0.5,0.51,0.3,1.04,280.08,77.32,1.84,0.15,0.0,6.85,14.97,1.65,0.83,0.26,0.06,0.05,152.36,0.0,2.83,1.02,727.93,66.96,0.37,0.91,53.94,0.3,63.0,0.45,89.41,0.0,23.29
Saqi_331,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",279.67,76.08,1.88,0.15,0.0,6.92,65.14,40.82,62.64,15.09,1.64,0.81,0.26,0.06,0.05,154.91,0.21,0.0,2.75,0.0,0.2,1.03,706.25,65.92,0.38,0.92,55.67,0.3,63.05,0.45,20.34,0.5,0.51,0.31,1.04,277.64,76.49,1.88,0.15,0.0,6.86,15.57,1.61,0.81,0.25,0.06,0.05,150.28,0.0,2.71,1.01,714.01,65.38,0.37,0.92,54.03,0.3,63.05,0.44,93.17,0.0,23.06
Saqi_332,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",274.88,75.53,1.88,0.15,0.0,7.02,63.91,41.57,62.48,15.32,1.66,0.83,0.25,0.06,0.05,149.15,0.21,0.0,2.72,0.0,0.21,1.05,702.37,64.69,0.37,0.92,54.15,0.31,63.0,0.45,20.81,0.5,0.51,0.3,1.0,282.32,76.24,1.87,0.16,0.0,6.88,15.17,1.65,0.83,0.25,0.06,0.05,149.42,0.0,2.83,1.03,727.25,66.0,0.36,0.92,56.68,0.3,63.96,0.46,92.25,0.0,23.16
Saqi_333,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.05,75.36,1.83,0.15,0.0,6.88,65.94,40.26,61.74,15.47,1.61,0.83,0.26,0.06,0.05,149.69,0.21,0.0,2.73,0.0,0.2,1.02,697.86,67.04,0.36,0.9,54.05,0.3,64.31,0.45,20.08,0.5,0.51,0.31,1.04,278.66,77.84,1.89,0.15,0.0,6.73,15.72,1.63,0.82,0.26,0.06,0.05,155.19,0.0,2.73,1.02,716.08,65.18,0.37,0.93,55.48,0.31,64.32,0.45,90.19,0.0,23.05
Saqi_334,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",266.79,78.07,1.81,0.15,0.0,6.73,67.17,40.47,60.98,15.45,1.67,0.83,0.26,0.06,0.05,155.71,0.21,0.0,2.8,0.0,0.2,1.05,724.63,66.85,0.37,0.94,56.34,0.3,63.2,0.45,20.18,0.52,0.51,0.31,1.02,282.42,75.63,1.85,0.16,0.0,6.74,15.74,1.68,0.81,0.26,0.06,0.05,153.73,0.0,2.71,1.04,716.76,65.35,0.37,0.91,53.93,0.3,62.79,0.46,93.37,0.0,24.11
Saqi_335,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.72,77.39,1.84,0.15,0.0,6.74,65.3,40.2,60.24,15.68,1.69,0.83,0.25,0.06,0.05,151.74,0.2,0.0,2.79,0.0,0.2,1.01,704.88,64.47,0.38,0.91,56.54,0.31,63.48,0.46,20.69,0.52,0.52,0.31,1.0,280.0,76.97,1.81,0.15,0.0,6.96,15.04,1.61,0.81,0.25,0.06,0.05,154.52,0.0,2.81,1.02,699.06,65.76,0.36,0.9,54.25,0.31,63.31,0.44,89.76,0.0,23.91
Saqi_336,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.56,78.11,1.81,0.15,0.0,6.78,66.89,40.86,61.64,15.02,1.61,0.83,0.25,0.06,0.05,154.57,0.21,0.0,2.8,0.0,0.2,1.04,727.38,66.66,0.36,0.91,54.18,0.31,64.88,0.44,20.98,0.51,0.51,0.31,1.05,284.58,75.78,1.84,0.15,0.0,6.69,15.2,1.67,0.81,0.26,0.06,0.05,149.22,0.0,2.72,1.04,695.93,65.12,0.37,0.92,55.11,0.3,64.48,0.46,91.43,0.0,23.89
Saqi_337,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.97,76.35,1.85,0.16,0.0,6.92,65.8,41.54,59.97,15.08,1.64,0.82,0.26,0.06,0.05,150.55,0.2,0.0,2.78,0.0,0.2,1.0,721.56,67.19,0.38,0.92,56.37,0.3,64.71,0.44,20.17,0.52,0.52,0.3,1.03,282.86,78.15,1.87,0.15,0.0,6.73,15.53,1.69,0.82,0.25,0.06,0.05,152.88,0.0,2.76,1.01,698.14,65.93,0.37,0.9,54.55,0.3,62.07,0.46,88.96,0.0,23.94
Saqi_338,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",278.15,75.17,1.83,0.15,0.0,7.0,64.71,40.12,62.17,15.36,1.62,0.83,0.25,0.06,0.05,156.14,0.21,0.0,2.73,0.0,0.21,1.01,715.24,65.15,0.37,0.91,55.58,0.31,62.72,0.45,20.73,0.5,0.51,0.3,1.03,289.21,74.82,1.84,0.15,0.0,6.79,15.29,1.69,0.83,0.26,0.06,0.05,153.91,0.0,2.79,1.02,719.35,65.2,0.37,0.92,54.09,0.3,64.99,0.46,91.72,0.0,23.87
Saqi_339,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",276.7,78.2,1.85,0.16,0.0,7.01,67.12,40.01,62.04,14.98,1.63,0.82,0.25,0.06,0.05,155.6,0.21,0.0,2.81,0.0,0.21,1.04,696.76,65.17,0.36,0.94,54.2,0.3,64.17,0.44,20.56,0.52,0.51,0.3,1.04,286.79,75.95,1.87,0.15,0.0,6.93,15.58,1.67,0.82,0.25,0.06,0.05,149.86,0.0,2.8,1.03,720.1,66.54,0.37,0.9,54.47,0.3,62.37,0.46,89.94,0.0,23.05
Saqi_340,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",270.21,76.87,1.87,0.15,0.0,6.94,67.04,40.92,60.54,15.55,1.67,0.83,0.25,0.06,0.05,151.13,0.21,0.0,2.79,0.0,0.21,1.01,700.87,65.23,0.37,0.94,54.67,0.3,64.6,0.46,20.47,0.51,0.51,0.31,1.05,278.24,75.45,1.84,0.16,0.0,6.83,14.98,1.62,0.83,0.26,0.06,0.05,156.17,0.0,2.81,1.03,713.23,64.33,0.36,0.93,54.61,0.31,63.57,0.46,92.49,0.0,23.66
Saqi_341,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.44,78.56,1.81,0.15,0.0,6.89,65.99,40.78,61.94,15.46,1.61,0.81,0.26,0.06,0.05,150.91,0.2,0.0,2.71,0.0,0.21,1.01,708.7,65.17,0.36,0.93,54.19,0.3,62.51,0.46,20.17,0.51,0.52,0.31,1.03,281.1,74.78,1.88,0.15,0.0,6.94,15.53,1.63,0.84,0.25,0.06,0.05,151.78,0.0,2.79,1.02,701.27,65.03,0.37,0.94,54.85,0.3,64.81,0.44,92.68,0.0,24.12
Saqi_342,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.82,75.42,1.83,0.16,0.0,6.88,65.44,40.53,60.13,15.16,1.64,0.8,0.26,0.06,0.05,153.78,0.2,0.0,2.71,0.0,0.21,1.03,714.8,65.37,0.37,0.93,54.86,0.3,63.75,0.46,20.21,0.51,0.52,0.3,1.04,290.63,75.22,1.88,0.15,0.0,6.71,15.15,1.67,0.82,0.26,0.06,0.05,151.48,0.0,2.75,1.0,720.34,65.65,0.38,0.93,53.88,0.3,65.05,0.46,92.83,0.0,23.21
Saqi_343,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",271.39,77.01,1.84,0.15,0.0,6.91,64.72,41.07,61.26,15.51,1.68,0.83,0.26,0.06,0.05,149.12,0.21,0.0,2.7,0.0,0.21,1.0,694.56,65.03,0.38,0.91,55.7,0.3,64.21,0.46,20.18,0.5,0.52,0.31,1.02,281.88,77.98,1.83,0.16,0.0,6.9,15.01,1.62,0.8,0.26,0.06,0.05,151.64,0.0,2.75,1.03,730.21,65.53,0.38,0.94,53.91,0.3,63.46,0.45,92.93,0.0,24.12
Saqi_344,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.93,77.39,1.81,0.16,0.0,6.71,63.84,40.79,60.43,15.19,1.64,0.83,0.26,0.06,0.05,153.04,0.21,0.0,2.79,0.0,0.2,1.03,725.46,65.86,0.38,0.94,54.38,0.31,64.96,0.44,20.32,0.5,0.51,0.31,1.04,289.2,78.21,1.84,0.15,0.0,6.87,15.69,1.67,0.82,0.25,0.06,0.05,152.89,0.0,2.82,1.0,718.32,65.09,0.37,0.93,55.32,0.3,64.35,0.44,91.15,0.0,24.07
Saqi_345,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",267.03,76.39,1.85,0.15,0.0,6.8,65.2,40.73,62.6,15.45,1.68,0.83,0.26,0.06,0.05,153.96,0.2,0.0,2.72,0.0,0.2,1.03,724.71,64.86,0.37,0.9,54.17,0.3,64.51,0.46,20.9,0.51,0.51,0.31,1.05,279.44,78.54,1.88,0.15,0.0,6.77,15.6,1.62,0.81,0.26,0.06,0.05,155.59,0.0,2.79,1.03,705.79,66.0,0.37,0.94,55.22,0.3,64.17,0.44,91.22,0.0,23.48
Saqi_346,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",270.35,78.34,1.9,0.16,0.0,6.74,66.6,41.67,62.2,15.57,1.62,0.84,0.26,0.06,0.05,152.76,0.21,0.0,2.79,0.0,0.21,1.0,712.54,64.94,0.37,0.91,54.6,0.31,62.47,0.45,20.95,0.51,0.51,0.3,1.02,287.31,75.35,1.85,0.15,0.0,6.94,15.72,1.64,0.83,0.25,0.06,0.05,153.38,0.0,2.72,1.05,725.14,65.34,0.37,0.93,54.96,0.3,62.99,0.45,93.31,0.0,23.26
Saqi_347,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",273.61,75.68,1.81,0.16,0.0,6.72,67.04,41.76,61.42,15.0,1.65,0.84,0.25,0.06,0.05,150.09,0.2,0.0,2.76,0.0,0.21,1.02,723.83,66.07,0.36,0.9,56.53,0.3,63.16,0.45,20.79,0.51,0.5,0.31,1.02,280.92,78.63,1.84,0.15,0.0,6.92,15.13,1.67,0.81,0.26,0.06,0.05,149.65,0.0,2.7,1.04,697.9,64.66,0.37,0.94,56.49,0.31,63.06,0.45,91.49,0.0,24.03
Saqi_348,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",272.31,77.28,1.83,0.15,0.0,6.88,66.4,41.6,61.12,15.19,1.69,0.81,0.26,0.06,0.05,151.63,0.2,0.0,2.81,0.0,0.21,1.0,711.36,66.58,0.37,0.9,55.92,0.3,64.11,0.45,20.03,0.51,0.51,0.31,1.04,282.66,78.22,1.86,0.16,0.0,6.8,15.08,1.64,0.84,0.26,0.06,0.05,155.44,0.0,2.76,1.03,710.57,66.1,0.36,0.94,55.78,0.31,61.89,0.46,90.05,0.0,22.98
Saqi_349,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.68,77.78,1.88,0.15,0.0,6.71,65.44,41.36,62.0,15.19,1.63,0.83,0.26,0.06,0.05,150.57,0.21,0.0,2.79,0.0,0.2,1.04,718.6,65.71,0.37,0.91,55.36,0.3,64.85,0.44,20.4,0.52,0.52,0.31,1.05,277.53,78.67,1.81,0.16,0.0,6.78,15.29,1.62,0.84,0.25,0.06,0.05,153.69,0.0,2.77,1.05,712.5,66.92,0.38,0.9,54.61,0.3,62.01,0.46,89.88,0.0,23.56
Saqi_350,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",269.12,77.4,1.82,0.16,0.0,7.0,65.19,40.66,60.99,15.74,1.66,0.82,0.25,0.06,0.05,154.22,0.21,0.0,2.8,0.0,0.21,1.01,725.48,66.07,0.37,0.93,54.67,0.3,62.34,0.44,19.94,0.51,0.52,0.31,1.03,290.62,78.7,1.9,0.15,0.0,6.86,15.5,1.68,0.84,0.25,0.06,0.05,154.38,0.0,2.79,1.03,706.94,65.34,0.38,0.91,54.03,0.31,62.24,0.46,92.2,0.0,23.19
Saqi_351,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",268.14,76.24,1.86,0.15,0.0,6.94,64.06,40.37,61.58,15.74,1.67,0.82,0.25,0.06,0.05,155.56,0.2,0.0,2.8,0.0,0.21,1.04,717.28,64.46,0.37,0.93,53.89,0.31,63.48,0.45,20.63,0.52,0.52,0.31,1.05,280.27,75.0,1.89,0.15,0.0,6.9,15.69,1.65,0.84,0.25,0.06,0.05,155.83,0.0,2.7,1.04,710.66,66.65,0.37,0.91,55.66,0.31,62.38,0.45,89.29,0.0,23.73
Saqi_352,Saqi,"Kingdom - Plantae, Order - Arecales, Family - Arecaceae, Genus - Phoenix, Species - P. dactylifera","Arabic-Nakhleh, English-Date friut, French-Dattier",270.78,75.18,1.84,0.16,0.0,6.91,67.11,41.91,59.86,15.65,1.69,0.81,0.25,0.06,0.05,149.04,0.21,0.0,2.78,0.0,0.21,1.02,712.82,65.23,0.38,0.92,54.84,0.3,65.09,0.46,20.36,0.51,0.51,0.31,1.01,280.06,78.61,1.84,0.15,0.0,6.84,15.59,1.61,0.83,0.26,0.06,0.05,153.36,0.0,2.79,1.03,708.62,65.32,0.38,0.92,54.32,0.3,64.46,0.45,91.15,0.0,23.71
